,Quarter,Price,Change,House Price,GEN,RS
452,2019/Q1,2.550 €,+4%,1,Göttingen,03159
453,2019/Q2,2.550 €,+0%,1,Göttingen,03159
454,2019/Q3,2.550 €,+0%,1,Göttingen,03159
455,2019/Q4,2.600 €,+2%,1,Göttingen,03159
456,2020/Q1,2.600 €,+0%,1,Göttingen,03159
457,2020/Q2,2.650 €,+2%,1,Göttingen,03159
458,2020/Q3,2.700 €,+2%,1,Göttingen,03159
459,2018/Q3,2.250 €,-,0,Göttingen,03159
460,2018/Q4,2.300 €,+2%,0,Göttingen,03159
461,2019/Q1,2.400 €,+4%,0,Göttingen,03159
462,2019/Q2,2.450 €,+2%,0,Göttingen,03159
463,2019/Q3,2.550 €,+4%,0,Göttingen,03159
464,2019/Q4,2.450 €,-4%,0,Göttingen,03159
465,2020/Q1,2.500 €,+2%,0,Göttingen,03159
466,2020/Q2,2.650 €,+6%,0,Göttingen,03159
467,2020/Q3,2.650 €,+0%,0,Göttingen,03159
468,2018/Q3,2.700 €,-,1,Region Hannover,03241
469,2018/Q4,2.700 €,+0%,1,Region Hannover,03241
470,2019/Q1,2.850 €,+6%,1,Region Hannover,03241
471,2019/Q2,2.900 €,+2%,1,Region Hannover,03241
472,2019/Q3,2.850 €,-2%,1,Region Hannover,03241
473,2019/Q4,3.050 €,+7%,1,Region Hannover,03241
474,2020/Q1,3.100 €,+2%,1,Region Hannover,03241
475,2020/Q2,3.150 €,+2%,1,Region Hannover,03241
476,2020/Q3,3.200 €,+2%,1,Region Hannover,03241
477,2018/Q3,2.450 €,-,0,Region Hannover,03241
478,2018/Q4,2.450 €,+0%,0,Region Hannover,03241
479,2019/Q1,2.550 €,+4%,0,Region Hannover,03241
480,2019/Q2,2.650 €,+4%,0,Region Hannover,03241
481,2019/Q3,2.750 €,+4%,0,Region Hannover,03241
482,2019/Q4,2.800 €,+2%,0,Region Hannover,03241
483,2020/Q1,2.900 €,+4%,0,Region Hannover,03241
484,2020/Q2,3.000 €,+3%,0,Region Hannover,03241
485,2020/Q3,3.000 €,+0%,0,Region Hannover,03241
486,2018/Q3,1.450 €,-,1,Diepholz,03251
487,2018/Q4,1.400 €,-3%,1,Diepholz,03251
488,2019/Q1,1.450 €,+4%,1,Diepholz,03251
489,2019/Q2,1.400 €,-3%,1,Diepholz,03251
490,2019/Q3,1.500 €,+7%,1,Diepholz,03251
491,2019/Q4,1.450 €,-3%,1,Diepholz,03251
492,2020/Q1,1.450 €,+0%,1,Diepholz,03251
493,2020/Q2,1.550 €,+7%,1,Diepholz,03251
494,2020/Q3,1.600 €,+3%,1,Diepholz,03251
495,2018/Q3,1.350 €,-,0,Diepholz,03251
496,2018/Q4,1.350 €,+0%,0,Diepholz,03251
497,2019/Q1,1.350 €,+0%,0,Diepholz,03251
498,2019/Q2,1.350 €,+0%,0,Diepholz,03251
499,2019/Q3,1.350 €,+0%,0,Diepholz,03251
500,2019/Q4,1.400 €,+4%,0,Diepholz,03251
501,2020/Q1,1.500 €,+7%,0,Diepholz,03251
502,2020/Q2,1.550 €,+3%,0,Diepholz,03251
503,2020/Q3,1.500 €,-3%,0,Diepholz,03251
504,2018/Q3,1.200 €,-,1,Hameln-Pyrmont,03252
505,2018/Q4,1.250 €,+4%,1,Hameln-Pyrmont,03252
506,2019/Q1,1.300 €,+4%,1,Hameln-Pyrmont,03252
507,2019/Q2,1.300 €,+0%,1,Hameln-Pyrmont,03252
508,2019/Q3,1.300 €,+0%,1,Hameln-Pyrmont,03252
509,2019/Q4,1.350 €,+4%,1,Hameln-Pyrmont,03252
510,2020/Q1,1.400 €,+4%,1,Hameln-Pyrmont,03252
511,2020/Q2,1.400 €,+0%,1,Hameln-Pyrmont,03252
512,2020/Q3,1.450 €,+4%,1,Hameln-Pyrmont,03252
513,2018/Q3,1.000 €,-,0,Hameln-Pyrmont,03252
514,2018/Q4,1.000 €,+0%,0,Hameln-Pyrmont,03252
515,2019/Q1,1.000 €,+0%,0,Hameln-Pyrmont,03252
516,2019/Q2,1.000 €,+0%,0,Hameln-Pyrmont,03252
517,2019/Q3,1.000 €,+0%,0,Hameln-Pyrmont,03252
518,2019/Q4,1.050 €,+5%,0,Hameln-Pyrmont,03252
519,2020/Q1,1.100 €,+5%,0,Hameln-Pyrmont,03252
520,2020/Q2,1.150 €,+5%,0,Hameln-Pyrmont,03252
521,2020/Q3,1.200 €,+4%,0,Hameln-Pyrmont,03252
522,2018/Q3,1.800 €,-,1,Hildesheim,03254
523,2018/Q4,1.800 €,+0%,1,Hildesheim,03254
524,2019/Q1,1.850 €,+3%,1,Hildesheim,03254
525,2019/Q2,1.800 €,-3%,1,Hildesheim,03254
526,2019/Q3,1.850 €,+3%,1,Hildesheim,03254
527,2019/Q4,2.000 €,+8%,1,Hildesheim,03254
528,2020/Q1,2.050 €,+3%,1,Hildesheim,03254
529,2020/Q2,2.050 €,+0%,1,Hildesheim,03254
530,2020/Q3,2.100 €,+2%,1,Hildesheim,03254
531,2018/Q3,1.400 €,-,0,Hildesheim,03254
532,2018/Q4,1.400 €,+0%,0,Hildesheim,03254
533,2019/Q1,1.400 €,+0%,0,Hildesheim,03254
534,2019/Q2,1.450 €,+4%,0,Hildesheim,03254
535,2019/Q3,1.500 €,+3%,0,Hildesheim,03254
536,2019/Q4,1.550 €,+3%,0,Hildesheim,03254
537,2020/Q1,1.600 €,+3%,0,Hildesheim,03254
538,2020/Q2,1.700 €,+6%,0,Hildesheim,03254
539,2020/Q3,1.750 €,+3%,0,Hildesheim,03254
540,2018/Q3,950 €,-,1,Holzminden,03255
541,2018/Q4,900 €,-5%,1,Holzminden,03255
542,2019/Q1,850 €,-6%,1,Holzminden,03255
543,2019/Q2,850 €,+0%,1,Holzminden,03255
544,2019/Q3,800 €,-6%,1,Holzminden,03255
545,2019/Q4,900 €,+13%,1,Holzminden,03255
546,2020/Q1,950 €,+6%,1,Holzminden,03255
547,2020/Q2,950 €,+0%,1,Holzminden,03255
548,2020/Q3,1.000 €,+5%,1,Holzminden,03255
549,2018/Q3,800 €,-,0,Holzminden,03255
550,2018/Q4,800 €,+0%,0,Holzminden,03255
551,2019/Q1,800 €,+0%,0,Holzminden,03255
552,2019/Q2,800 €,+0%,0,Holzminden,03255
553,2019/Q3,850 €,+6%,0,Holzminden,03255
554,2019/Q4,800 €,-6%,0,Holzminden,03255
555,2020/Q1,850 €,+6%,0,Holzminden,03255
556,2020/Q2,850 €,+0%,0,Holzminden,03255
557,2020/Q3,850 €,+0%,0,Holzminden,03255
558,2018/Q3,1.350 €,-,1,Nienburg (Weser),03256
559,2018/Q4,1.350 €,+0%,1,Nienburg (Weser),03256
560,2019/Q1,1.300 €,-4%,1,Nienburg (Weser),03256
561,2019/Q2,1.300 €,+0%,1,Nienburg (Weser),03256
562,2019/Q3,1.300 €,+0%,1,Nienburg (Weser),03256
563,2019/Q4,1.350 €,+4%,1,Nienburg (Weser),03256
564,2020/Q1,1.350 €,+0%,1,Nienburg (Weser),03256
565,2020/Q2,1.350 €,+0%,1,Nienburg (Weser),03256
566,2020/Q3,1.400 €,+4%,1,Nienburg (Weser),03256
567,2018/Q3,1.200 €,-,0,Nienburg (Weser),03256
568,2018/Q4,1.200 €,+0%,0,Nienburg (Weser),03256
569,2019/Q1,1.200 €,+0%,0,Nienburg (Weser),03256
570,2019/Q2,1.150 €,-4%,0,Nienburg (Weser),03256
571,2019/Q3,1.250 €,+9%,0,Nienburg (Weser),03256
572,2019/Q4,1.300 €,+4%,0,Nienburg (Weser),03256
573,2020/Q1,1.300 €,+0%,0,Nienburg (Weser),03256
574,2020/Q2,1.450 €,+12%,0,Nienburg (Weser),03256
575,2020/Q3,1.450 €,+0%,0,Nienburg (Weser),03256
576,2018/Q3,950 €,-,1,Schaumburg,03257
577,2018/Q4,950 €,+0%,1,Schaumburg,03257
578,2019/Q1,950 €,+0%,1,Schaumburg,03257
579,2019/Q2,1.000 €,+5%,1,Schaumburg,03257
580,2019/Q3,1.000 €,+0%,1,Schaumburg,03257
581,2019/Q4,1.050 €,+5%,1,Schaumburg,03257
582,2020/Q1,1.100 €,+5%,1,Schaumburg,03257
583,2020/Q2,1.100 €,+0%,1,Schaumburg,03257
584,2020/Q3,1.100 €,+0%,1,Schaumburg,03257
585,2018/Q3,950 €,-,0,Schaumburg,03257
586,2018/Q4,950 €,+0%,0,Schaumburg,03257
587,2019/Q1,1.000 €,+5%,0,Schaumburg,03257
588,2019/Q2,1.050 €,+5%,0,Schaumburg,03257
589,2019/Q3,1.050 €,+0%,0,Schaumburg,03257
590,2019/Q4,1.100 €,+5%,0,Schaumburg,03257
591,2020/Q1,1.150 €,+5%,0,Schaumburg,03257
592,2020/Q2,1.150 €,+0%,0,Schaumburg,03257
593,2020/Q3,1.150 €,+0%,0,Schaumburg,03257
594,2018/Q3,1.450 €,-,1,Celle,03351
595,2018/Q4,1.450 €,+0%,1,Celle,03351
596,2019/Q1,1.500 €,+3%,1,Celle,03351
597,2019/Q2,1.550 €,+3%,1,Celle,03351
598,2019/Q3,1.550 €,+0%,1,Celle,03351
599,2019/Q4,1.650 €,+6%,1,Celle,03351
600,2020/Q1,1.750 €,+6%,1,Celle,03351
601,2020/Q2,1.750 €,+0%,1,Celle,03351
602,2020/Q3,1.800 €,+3%,1,Celle,03351
603,2018/Q3,1.200 €,-,0,Celle,03351
604,2018/Q4,1.200 €,+0%,0,Celle,03351
605,2019/Q1,1.200 €,+0%,0,Celle,03351
606,2019/Q2,1.250 €,+4%,0,Celle,03351
607,2019/Q3,1.300 €,+4%,0,Celle,03351
608,2019/Q4,1.350 €,+4%,0,Celle,03351
609,2020/Q1,1.350 €,+0%,0,Celle,03351
610,2020/Q2,1.400 €,+4%,0,Celle,03351
611,2020/Q3,1.450 €,+4%,0,Celle,03351
612,2018/Q3,1.600 €,-,1,Cuxhaven,03352
613,2018/Q4,1.600 €,+0%,1,Cuxhaven,03352
614,2019/Q1,1.550 €,-3%,1,Cuxhaven,03352
615,2019/Q2,1.600 €,+3%,1,Cuxhaven,03352
616,2019/Q3,1.650 €,+3%,1,Cuxhaven,03352
617,2019/Q4,1.700 €,+3%,1,Cuxhaven,03352
618,2020/Q1,1.750 €,+3%,1,Cuxhaven,03352
619,2020/Q2,1.850 €,+6%,1,Cuxhaven,03352
620,2020/Q3,1.900 €,+3%,1,Cuxhaven,03352
621,2018/Q3,2.500 €,-,0,Cuxhaven,03352
622,2018/Q4,2.400 €,-4%,0,Cuxhaven,03352
623,2019/Q1,2.450 €,+2%,0,Cuxhaven,03352
624,2019/Q2,2.450 €,+0%,0,Cuxhaven,03352
625,2019/Q3,2.300 €,-6%,0,Cuxhaven,03352
626,2019/Q4,2.300 €,+0%,0,Cuxhaven,03352
627,2020/Q1,2.450 €,+7%,0,Cuxhaven,03352
628,2020/Q2,2.550 €,+4%,0,Cuxhaven,03352
629,2020/Q3,2.700 €,+6%,0,Cuxhaven,03352
630,2018/Q3,2.800 €,-,1,Harburg,03353
631,2018/Q4,2.800 €,+0%,1,Harburg,03353
632,2019/Q1,2.800 €,+0%,1,Harburg,03353
633,2019/Q2,2.750 €,-2%,1,Harburg,03353
634,2019/Q3,2.850 €,+4%,1,Harburg,03353
635,2019/Q4,2.850 €,+0%,1,Harburg,03353
636,2020/Q1,2.950 €,+4%,1,Harburg,03353
637,2020/Q2,3.050 €,+3%,1,Harburg,03353
638,2020/Q3,3.100 €,+2%,1,Harburg,03353
639,2018/Q3,2.750 €,-,0,Harburg,03353
640,2018/Q4,2.800 €,+2%,0,Harburg,03353
641,2019/Q1,2.950 €,+5%,0,Harburg,03353
642,2019/Q2,2.950 €,+0%,0,Harburg,03353
643,2019/Q3,2.950 €,+0%,0,Harburg,03353
644,2019/Q4,2.950 €,+0%,0,Harburg,03353
645,2020/Q1,3.000 €,+2%,0,Harburg,03353
646,2020/Q2,3.150 €,+5%,0,Harburg,03353
647,2020/Q3,3.350 €,+6%,0,Harburg,03353
648,2018/Q3,1.100 €,-,1,Lüchow-Dannenberg,03354
649,2018/Q4,1.100 €,+0%,1,Lüchow-Dannenberg,03354
650,2019/Q1,1.000 €,-9%,1,Lüchow-Dannenberg,03354
651,2019/Q2,1.000 €,+0%,1,Lüchow-Dannenberg,03354
652,2019/Q3,1.050 €,+5%,1,Lüchow-Dannenberg,03354
653,2019/Q4,1.100 €,+5%,1,Lüchow-Dannenberg,03354
654,2020/Q1,1.150 €,+5%,1,Lüchow-Dannenberg,03354
655,2020/Q2,1.150 €,+0%,1,Lüchow-Dannenberg,03354
656,2020/Q3,1.150 €,+0%,1,Lüchow-Dannenberg,03354
657,2018/Q3,1.100 €,-,0,Lüchow-Dannenberg,03354
658,2018/Q4,1.100 €,+0%,0,Lüchow-Dannenberg,03354
659,2019/Q1,1.100 €,+0%,0,Lüchow-Dannenberg,03354
660,2019/Q2,1.150 €,+5%,0,Lüchow-Dannenberg,03354
661,2019/Q3,1.050 €,-9%,0,Lüchow-Dannenberg,03354
662,2019/Q4,1.100 €,+5%,0,Lüchow-Dannenberg,03354
663,2020/Q1,1.100 €,+0%,0,Lüchow-Dannenberg,03354
664,2020/Q2,1.100 €,+0%,0,Lüchow-Dannenberg,03354
665,2020/Q3,1.100 €,+0%,0,Lüchow-Dannenberg,03354
666,2018/Q3,2.550 €,-,1,Lüneburg,03355
667,2018/Q4,2.550 €,+0%,1,Lüneburg,03355
668,2019/Q1,2.550 €,+0%,1,Lüneburg,03355
669,2019/Q2,2.550 €,+0%,1,Lüneburg,03355
670,2019/Q3,2.600 €,+2%,1,Lüneburg,03355
671,2019/Q4,2.750 €,+6%,1,Lüneburg,03355
672,2020/Q1,2.850 €,+4%,1,Lüneburg,03355
673,2020/Q2,2.950 €,+4%,1,Lüneburg,03355
674,2020/Q3,2.950 €,+0%,1,Lüneburg,03355
675,2018/Q3,2.600 €,-,0,Lüneburg,03355
676,2018/Q4,2.550 €,-2%,0,Lüneburg,03355
677,2019/Q1,2.650 €,+4%,0,Lüneburg,03355
678,2019/Q2,2.700 €,+2%,0,Lüneburg,03355
679,2019/Q3,2.800 €,+4%,0,Lüneburg,03355
680,2019/Q4,2.950 €,+5%,0,Lüneburg,03355
681,2020/Q1,3.000 €,+2%,0,Lüneburg,03355
682,2020/Q2,2.950 €,-2%,0,Lüneburg,03355
683,2020/Q3,3.050 €,+3%,0,Lüneburg,03355
684,2018/Q3,1.550 €,-,1,Osterholz,03356
685,2018/Q4,1.550 €,+0%,1,Osterholz,03356
686,2019/Q1,1.550 €,+0%,1,Osterholz,03356
687,2019/Q2,1.550 €,+0%,1,Osterholz,03356
688,2019/Q3,1.600 €,+3%,1,Osterholz,03356
689,2019/Q4,1.700 €,+6%,1,Osterholz,03356
690,2020/Q1,1.700 €,+0%,1,Osterholz,03356
691,2020/Q2,1.800 €,+6%,1,Osterholz,03356
692,2020/Q3,1.900 €,+6%,1,Osterholz,03356
693,2018/Q3,1.350 €,-,0,Osterholz,03356
694,2018/Q4,1.300 €,-4%,0,Osterholz,03356
695,2019/Q1,1.300 €,+0%,0,Osterholz,03356
696,2019/Q2,1.300 €,+0%,0,Osterholz,03356
697,2019/Q3,1.300 €,+0%,0,Osterholz,03356
698,2019/Q4,1.300 €,+0%,0,Osterholz,03356
699,2020/Q1,1.350 €,+4%,0,Osterholz,03356
700,2020/Q2,1.450 €,+7%,0,Osterholz,03356
701,2020/Q3,1.450 €,+0%,0,Osterholz,03356
702,2018/Q3,1.650 €,-,1,Rotenburg (Wümme),03357
703,2018/Q4,1.650 €,+0%,1,Rotenburg (Wümme),03357
704,2019/Q1,1.600 €,-3%,1,Rotenburg (Wümme),03357
705,2019/Q2,1.600 €,+0%,1,Rotenburg (Wümme),03357
706,2019/Q3,1.700 €,+6%,1,Rotenburg (Wümme),03357
707,2019/Q4,1.700 €,+0%,1,Rotenburg (Wümme),03357
708,2020/Q1,1.750 €,+3%,1,Rotenburg (Wümme),03357
709,2020/Q2,1.800 €,+3%,1,Rotenburg (Wümme),03357
710,2020/Q3,1.800 €,+0%,1,Rotenburg (Wümme),03357
711,2018/Q3,1.650 €,-,0,Rotenburg (Wümme),03357
712,2018/Q4,1.650 €,+0%,0,Rotenburg (Wümme),03357
713,2019/Q1,1.700 €,+3%,0,Rotenburg (Wümme),03357
714,2019/Q2,1.750 €,+3%,0,Rotenburg (Wümme),03357
715,2019/Q3,1.700 €,-3%,0,Rotenburg (Wümme),03357
716,2019/Q4,1.650 €,-3%,0,Rotenburg (Wümme),03357
717,2020/Q1,1.650 €,+0%,0,Rotenburg (Wümme),03357
718,2020/Q2,1.700 €,+3%,0,Rotenburg (Wümme),03357
719,2020/Q3,1.650 €,-3%,0,Rotenburg (Wümme),03357
720,2018/Q3,1.450 €,-,1,Heidekreis,03358
721,2018/Q4,1.450 €,+0%,1,Heidekreis,03358
722,2019/Q1,1.500 €,+3%,1,Heidekreis,03358
723,2019/Q2,1.500 €,+0%,1,Heidekreis,03358
724,2019/Q3,1.550 €,+3%,1,Heidekreis,03358
725,2019/Q4,1.700 €,+10%,1,Heidekreis,03358
726,2020/Q1,1.700 €,+0%,1,Heidekreis,03358
727,2020/Q2,1.750 €,+3%,1,Heidekreis,03358
728,2020/Q3,1.850 €,+6%,1,Heidekreis,03358
729,2018/Q3,1.300 €,-,0,Heidekreis,03358
730,2018/Q4,1.400 €,+8%,0,Heidekreis,03358
731,2019/Q1,1.450 €,+4%,0,Heidekreis,03358
732,2019/Q2,1.400 €,-3%,0,Heidekreis,03358
733,2019/Q3,1.350 €,-4%,0,Heidekreis,03358
734,2019/Q4,1.350 €,+0%,0,Heidekreis,03358
735,2020/Q1,1.400 €,+4%,0,Heidekreis,03358
736,2020/Q2,1.500 €,+7%,0,Heidekreis,03358
737,2020/Q3,1.500 €,+0%,0,Heidekreis,03358
738,2018/Q3,1.950 €,-,1,Stade,03359
739,2018/Q4,2.000 €,+3%,1,Stade,03359
740,2019/Q1,1.950 €,-3%,1,Stade,03359
741,2019/Q2,1.950 €,+0%,1,Stade,03359
742,2019/Q3,2.000 €,+3%,1,Stade,03359
743,2019/Q4,2.100 €,+5%,1,Stade,03359
744,2020/Q1,2.150 €,+2%,1,Stade,03359
745,2020/Q2,2.200 €,+2%,1,Stade,03359
746,2020/Q3,2.250 €,+2%,1,Stade,03359
747,2018/Q3,1.650 €,-,0,Stade,03359
748,2018/Q4,1.650 €,+0%,0,Stade,03359
749,2019/Q1,1.600 €,-3%,0,Stade,03359
750,2019/Q2,1.600 €,+0%,0,Stade,03359
751,2019/Q3,1.650 €,+3%,0,Stade,03359
752,2019/Q4,1.800 €,+9%,0,Stade,03359
753,2020/Q1,1.850 €,+3%,0,Stade,03359
754,2020/Q2,2.000 €,+8%,0,Stade,03359
755,2020/Q3,2.000 €,+0%,0,Stade,03359
756,2018/Q3,1.100 €,-,1,Uelzen,03360
757,2018/Q4,1.150 €,+5%,1,Uelzen,03360
758,2019/Q1,1.150 €,+0%,1,Uelzen,03360
759,2019/Q2,1.150 €,+0%,1,Uelzen,03360
760,2019/Q3,1.250 €,+9%,1,Uelzen,03360
761,2019/Q4,1.300 €,+4%,1,Uelzen,03360
762,2020/Q1,1.350 €,+4%,1,Uelzen,03360
763,2020/Q2,1.500 €,+11%,1,Uelzen,03360
764,2020/Q3,1.550 €,+3%,1,Uelzen,03360
765,2018/Q3,1.000 €,-,0,Uelzen,03360
766,2018/Q4,1.000 €,+0%,0,Uelzen,03360
767,2019/Q1,950 €,-5%,0,Uelzen,03360
768,2019/Q2,950 €,+0%,0,Uelzen,03360
769,2019/Q3,1.000 €,+5%,0,Uelzen,03360
770,2019/Q4,1.150 €,+15%,0,Uelzen,03360
771,2020/Q1,1.150 €,+0%,0,Uelzen,03360
772,2020/Q2,1.250 €,+9%,0,Uelzen,03360
773,2020/Q3,1.250 €,+0%,0,Uelzen,03360
774,2018/Q3,1.650 €,-,1,Verden,03361
775,2018/Q4,1.650 €,+0%,1,Verden,03361
776,2019/Q1,1.650 €,+0%,1,Verden,03361
777,2019/Q2,1.650 €,+0%,1,Verden,03361
778,2019/Q3,1.650 €,+0%,1,Verden,03361
779,2019/Q4,1.750 €,+6%,1,Verden,03361
780,2020/Q1,1.850 €,+6%,1,Verden,03361
781,2020/Q2,1.900 €,+3%,1,Verden,03361
782,2020/Q3,1.950 €,+3%,1,Verden,03361
783,2018/Q3,1.450 €,-,0,Verden,03361
784,2018/Q4,1.450 €,+0%,0,Verden,03361
785,2019/Q1,1.450 €,+0%,0,Verden,03361
786,2019/Q2,1.500 €,+3%,0,Verden,03361
787,2019/Q3,1.600 €,+7%,0,Verden,03361
788,2019/Q4,1.600 €,+0%,0,Verden,03361
789,2020/Q1,1.700 €,+6%,0,Verden,03361
790,2020/Q2,1.750 €,+3%,0,Verden,03361
791,2020/Q3,1.750 €,+0%,0,Verden,03361
792,2018/Q3,1.650 €,-,1,Delmenhorst,03401
793,2018/Q4,1.650 €,+0%,1,Delmenhorst,03401
794,2019/Q1,1.650 €,+0%,1,Delmenhorst,03401
795,2019/Q2,1.700 €,+3%,1,Delmenhorst,03401
796,2019/Q3,1.700 €,+0%,1,Delmenhorst,03401
797,2019/Q4,1.800 €,+6%,1,Delmenhorst,03401
798,2020/Q1,1.850 €,+3%,1,Delmenhorst,03401
799,2020/Q2,1.900 €,+3%,1,Delmenhorst,03401
800,2020/Q3,2.000 €,+5%,1,Delmenhorst,03401
801,2018/Q3,1.450 €,-,0,Delmenhorst,03401
802,2018/Q4,1.450 €,+0%,0,Delmenhorst,03401
803,2019/Q1,1.450 €,+0%,0,Delmenhorst,03401
804,2019/Q2,1.450 €,+0%,0,Delmenhorst,03401
805,2019/Q3,1.500 €,+3%,0,Delmenhorst,03401
806,2019/Q4,1.500 €,+0%,0,Delmenhorst,03401
807,2020/Q1,1.550 €,+3%,0,Delmenhorst,03401
808,2020/Q2,1.550 €,+0%,0,Delmenhorst,03401
809,2020/Q3,1.550 €,+0%,0,Delmenhorst,03401
810,2018/Q3,1.300 €,-,1,Emden,03402
811,2018/Q4,1.300 €,+0%,1,Emden,03402
812,2019/Q1,1.300 €,+0%,1,Emden,03402
813,2019/Q2,1.350 €,+4%,1,Emden,03402
814,2019/Q3,1.350 €,+0%,1,Emden,03402
815,2019/Q4,1.400 €,+4%,1,Emden,03402
816,2020/Q1,1.400 €,+0%,1,Emden,03402
817,2020/Q2,1.450 €,+4%,1,Emden,03402
818,2020/Q3,1.500 €,+3%,1,Emden,03402
819,2018/Q3,1.000 €,-,0,Emden,03402
820,2018/Q4,1.000 €,+0%,0,Emden,03402
821,2019/Q1,1.000 €,+0%,0,Emden,03402
822,2019/Q2,950 €,-5%,0,Emden,03402
823,2019/Q3,1.150 €,+21%,0,Emden,03402
824,2019/Q4,1.150 €,+0%,0,Emden,03402
825,2020/Q1,1.150 €,+0%,0,Emden,03402
826,2020/Q2,1.150 €,+0%,0,Emden,03402
827,2020/Q3,1.100 €,-4%,0,Emden,03402
828,2018/Q3,2.350 €,-,1,Oldenburg (Oldb),03403
829,2018/Q4,2.350 €,+0%,1,Oldenburg (Oldb),03403
830,2019/Q1,2.400 €,+2%,1,Oldenburg (Oldb),03403
831,2019/Q2,2.450 €,+2%,1,Oldenburg (Oldb),03403
832,2019/Q3,2.500 €,+2%,1,Oldenburg (Oldb),03403
833,2019/Q4,2.550 €,+2%,1,Oldenburg (Oldb),03403
834,2020/Q1,2.550 €,+0%,1,Oldenburg (Oldb),03403
835,2020/Q2,2.650 €,+4%,1,Oldenburg (Oldb),03403
836,2020/Q3,2.750 €,+4%,1,Oldenburg (Oldb),03403
837,2018/Q3,2.450 €,-,0,Oldenburg (Oldb),03403
838,2018/Q4,2.450 €,+0%,0,Oldenburg (Oldb),03403
839,2019/Q1,2.400 €,-2%,0,Oldenburg (Oldb),03403
840,2019/Q2,2.450 €,+2%,0,Oldenburg (Oldb),03403
841,2019/Q3,2.550 €,+4%,0,Oldenburg (Oldb),03403
842,2019/Q4,2.650 €,+4%,0,Oldenburg (Oldb),03403
843,2020/Q1,2.700 €,+2%,0,Oldenburg (Oldb),03403
844,2020/Q2,2.800 €,+4%,0,Oldenburg (Oldb),03403
845,2020/Q3,2.850 €,+2%,0,Oldenburg (Oldb),03403
846,2018/Q3,2.100 €,-,1,Osnabrück,03404
847,2018/Q4,2.100 €,+0%,1,Osnabrück,03404
848,2019/Q1,2.150 €,+2%,1,Osnabrück,03404
849,2019/Q2,2.200 €,+2%,1,Osnabrück,03404
850,2019/Q3,2.200 €,+0%,1,Osnabrück,03404
851,2019/Q4,2.300 €,+5%,1,Osnabrück,03404
852,2020/Q1,2.350 €,+2%,1,Osnabrück,03404
853,2020/Q2,2.350 €,+0%,1,Osnabrück,03404
854,2020/Q3,2.400 €,+2%,1,Osnabrück,03404
855,2018/Q3,1.900 €,-,0,Osnabrück,03404
856,2018/Q4,1.900 €,+0%,0,Osnabrück,03404
857,2019/Q1,1.950 €,+3%,0,Osnabrück,03404
858,2019/Q2,1.950 €,+0%,0,Osnabrück,03404
859,2019/Q3,2.000 €,+3%,0,Osnabrück,03404
860,2019/Q4,2.000 €,+0%,0,Osnabrück,03404
861,2020/Q1,2.050 €,+3%,0,Osnabrück,03404
862,2020/Q2,2.100 €,+2%,0,Osnabrück,03404
863,2020/Q3,2.100 €,+0%,0,Osnabrück,03404
864,2018/Q3,1.350 €,-,1,Wilhelmshaven,03405
865,2018/Q4,1.350 €,+0%,1,Wilhelmshaven,03405
866,2019/Q1,1.350 €,+0%,1,Wilhelmshaven,03405
867,2019/Q2,1.350 €,+0%,1,Wilhelmshaven,03405
868,2019/Q3,1.350 €,+0%,1,Wilhelmshaven,03405
869,2019/Q4,1.400 €,+4%,1,Wilhelmshaven,03405
870,2020/Q1,1.450 €,+4%,1,Wilhelmshaven,03405
871,2020/Q2,1.450 €,+0%,1,Wilhelmshaven,03405
872,2020/Q3,1.500 €,+3%,1,Wilhelmshaven,03405
873,2018/Q3,950 €,-,0,Wilhelmshaven,03405
874,2018/Q4,950 €,+0%,0,Wilhelmshaven,03405
875,2019/Q1,950 €,+0%,0,Wilhelmshaven,03405
876,2019/Q2,1.000 €,+5%,0,Wilhelmshaven,03405
877,2019/Q3,950 €,-5%,0,Wilhelmshaven,03405
878,2019/Q4,1.050 €,+11%,0,Wilhelmshaven,03405
879,2020/Q1,1.050 €,+0%,0,Wilhelmshaven,03405
880,2020/Q2,1.100 €,+5%,0,Wilhelmshaven,03405
881,2020/Q3,1.150 €,+5%,0,Wilhelmshaven,03405
882,2018/Q3,2.050 €,-,1,Ammerland,03451
883,2018/Q4,2.100 €,+2%,1,Ammerland,03451
884,2019/Q1,2.100 €,+0%,1,Ammerland,03451
885,2019/Q2,2.100 €,+0%,1,Ammerland,03451
886,2019/Q3,2.200 €,+5%,1,Ammerland,03451
887,2019/Q4,2.350 €,+7%,1,Ammerland,03451
888,2020/Q1,2.300 €,-2%,1,Ammerland,03451
889,2020/Q2,2.400 €,+4%,1,Ammerland,03451
890,2020/Q3,2.450 €,+2%,1,Ammerland,03451
891,2018/Q3,2.450 €,-,0,Ammerland,03451
892,2018/Q4,2.450 €,+0%,0,Ammerland,03451
893,2019/Q1,2.450 €,+0%,0,Ammerland,03451
894,2019/Q2,2.500 €,+2%,0,Ammerland,03451
895,2019/Q3,2.550 €,+2%,0,Ammerland,03451
896,2019/Q4,2.600 €,+2%,0,Ammerland,03451
897,2020/Q1,2.650 €,+2%,0,Ammerland,03451
898,2020/Q2,2.800 €,+6%,0,Ammerland,03451
899,2020/Q3,2.750 €,-2%,0,Ammerland,03451
900,2018/Q3,1.450 €,-,1,Aurich,03452
901,2018/Q4,1.450 €,+0%,1,Aurich,03452
